c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
934,Customer#000000934,UMAFCPYfCxn LhawyoEYoU9GZC7TORCX,12,22-119-576-7222,-592.69,AUTOMOBILE,fluffily requests. carefully even ideas snooze above the accounts. blithely bold platelets cajole
935,Customer#000000935,XkVT4jvetY4JV76IAkd91sSp9CqsICE,0,10-724-445-8323,2531.25,MACHINERY, furiously pending ideas. daringly 
936,Customer#000000936,hwJIFpxofea6CLEbWZFsWUxNrGFLANp,11,21-100-538-9635,3650.9,MACHINERY, furiously enticingly final foxes. pending requests wake quickly according to the slyly regu
937,Customer#000000937,usrG6ohdPROyd98c9,23,33-869-990-3946,668.51,AUTOMOBILE,"ickly alongside of the express, express ideas. sly"
938,Customer#000000938,wrq9S3rEW8zXUVCXpa7uKi,12,22-157-321-7590,2584.52,BUILDING, the quickly special accounts are regular patt
939,Customer#000000939,jYaDdfxAlL1aVKPfN,19,29-627-844-1293,8059.51,FURNITURE,ages integrate carefully. sometimes even sheaves wake sometimes unusual ac
940,Customer#000000940,"T7ROXBXdajS,vkwy3VuC8wNvA",19,29-958-573-1004,253.59,AUTOMOBILE,ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl
941,Customer#000000941,297w97UgOfpV3pv2QniJUWBKq0BRpcawOfpj,19,29-745-875-1061,2990.18,FURNITURE,"e furiously along the slyly bold pains. ironic, ironic foxes affix quickly even deposits. packages caj"
942,Customer#000000942,y0OKxFyfXeYuklJDY9RwujlNIC2ETXo9HxZCVhg1,18,28-560-449-7675,5898.17,HOUSEHOLD,"lar depths! carefully regular pinto beans after the deposits wake about the packages. final, final instruc"
943,Customer#000000943,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,5,15-483-251-8603,7541.05,FURNITURE," quickly along the silent, express braids. quickly pending packages boost fluffily furiously regular foxes? a"
944,Customer#000000944,"8lO9F4WK6PKWXiocyE,ojIfPNfVY8",4,14-485-139-5142,9454.78,BUILDING,"ilent pinto beans are according to the regular, final somas. idle, bold foxes was. som"
945,Customer#000000945,300zKNJ9lg,15,25-542-662-1673,9615.39,BUILDING,. ironic deposits haggle among the carefully regular excuse
946,Customer#000000946,ufHQOmRhQoLSiyfQ,21,31-152-357-9762,2990.73,FURNITURE,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre
947,Customer#000000947,JnzDRxqCwjRPyeq70wrxzKWLXI,22,32-838-393-6825,4092.24,BUILDING, blithely final instructions grow furiously ironic requests. furiously special theodolites sleep after 
948,Customer#000000948,yxBr7nLGxxwECEk,17,27-125-968-3750,4346.9,AUTOMOBILE,"he final, even deposits. furiously special pl"
949,Customer#000000949,tOBbBIfhWM lNI3YxTYH8Or8Ki,2,12-391-316-1861,5340.67,AUTOMOBILE,"pecial, pending dolphins. slyly final ideas boost quickly. carefull"
950,Customer#000000950,mi3o6cp47mo8Miqh9d R1XWStjxatcQqHQZW,15,25-849-760-2017,9609.77,FURNITURE,s wake quickly after the carefully brave multipliers. regular excuses wake care
951,Customer#000000951,"PnC4Xlds,v",0,10-813-916-8297,7499.47,FURNITURE,ts. permanently special accounts mold quickly. requests boost slyly bo
952,Customer#000000952,jg0YsHARdoULvVtP2vGHLVoAfWKFNz6QdTeAi,24,34-527-524-9172,3710.14,AUTOMOBILE,slyly regular ideas. even theodolite
953,Customer#000000953,5HJQ8UzSSl1PJv28MpZqWvNwUm,22,32-829-961-2870,6292.06,BUILDING, according to the carefully bold dependencies use boldly slyly express deposits. car
954,Customer#000000954,"rr0Gz2iuYNuLgrIcLCdi5Zr2SnY8,wpzD9A",19,29-639-437-3775,5740.0,FURNITURE, haggle furiously. furiously ironic 
955,Customer#000000955,FIis0dJhR5DwVCLy,0,10-918-863-8880,138.31,AUTOMOBILE,"ts cajole quickly according to the pending, unusual dolphins. special, ironic c"
956,Customer#000000956,aI12bsLSd1Y4dIx2Me5BLbGDCZPn ,20,30-627-947-8311,1587.14,HOUSEHOLD,"eans. regular, regular foxes wake furiously carefully even pinto beans. furiously r"
957,Customer#000000957,"9F8p,XsLLxyiZ3b8NN",19,29-941-553-8245,9076.68,FURNITURE,al excuses boost to the ideas. unusual requests are across the slyly
958,Customer#000000958,OrOUBBV7NlzVFXtuSOECmQFOkw8r,5,15-455-954-2914,1791.65,FURNITURE,s deposits. blithely even packages sleep carefully ironic deposits. quickly ironic accou
959,Customer#000000959,O FdrkZxCx PK,4,14-546-329-6898,3266.14,FURNITURE,press accounts wake busily after the furiously final theodolites: fluffily final deposits above the carefully iro
960,Customer#000000960,"meekxaMlz5c1uE3wV7a,u h WcU,1OJz",4,14-664-604-8633,1932.59,HOUSEHOLD,s are carefully after the permanent foxes. fluffily 
961,Customer#000000961,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn",12,22-989-463-6089,6963.68,MACHINERY,e final requests: busily final accounts believe a
962,Customer#000000962,lDp572JGdrL34kB YOQuC,4,14-792-232-1645,7557.0,BUILDING,. carefully brave foxes wake furiously final orbits. furiously pending theodolites along the bold the
963,Customer#000000963,"40EdWkddaWhQyiQ6FfUo8VOZwgb MetJ2jV,QPL",13,23-921-332-7635,2557.49,HOUSEHOLD,"ns snooze slyly daringly pending instructions. regular requests above the regular, even requests sleep blithely fin"
964,Customer#000000964,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,12,22-974-772-2802,4756.58,FURNITURE,al accounts haggle blithely! regular platelets haggle blit
965,Customer#000000965,"UigBc,9d1iLtQAVatnWACSDc9mNx0mYl",2,12-893-735-6415,4768.8,MACHINERY,lly enticing pinto beans haggle requests. evenly express grouch
966,Customer#000000966,V9c8SR8WK7wEd,8,18-539-933-5176,1283.26,MACHINERY,ts. regular accounts cajole about the ideas. slyly unusual idea
967,Customer#000000967,xKdAl6HSWvAmptzHgQHX3cMmxZDhfyrMqx,23,33-687-917-3598,5710.41,BUILDING,iously quickly silent ideas. blithely pending pinto beans except t
968,Customer#000000968,eu 5FA1WHs9jq0pcdlVVA,0,10-470-740-2657,8921.97,BUILDING,"ic foxes haggle slyly according to the dependencies. even, regular acc"
969,Customer#000000969,N9NSGc0Bj6FlSw3d9k GI7VAd1jW,8,18-148-790-2039,8601.63,BUILDING,lithely according to the fluffily silent patterns. furiously fin
970,Customer#000000970,DXEgz7JHSFW401,14,24-266-486-1615,3623.6,MACHINERY,ronic requests sleep slyly at the slyl
971,Customer#000000971,z29DUY Utsi6mWKI,1,11-256-718-6928,3914.88,AUTOMOBILE,ular theodolites haggle carefully: f
972,Customer#000000972,ImKvHrrNc3rfWejksbCPyIQ,4,14-405-229-6174,4453.46,MACHINERY,deposits: slyly regular deposits among the furiously bold asymptotes are furiously along the slyly even 
973,Customer#000000973,FT4jTOdVCpmYW,0,10-749-928-5415,3229.18,FURNITURE,"sly special requests integrate carefully along the special foxes. regular, silent"
974,Customer#000000974,"7RcY6fOjTMbbOnVaFV,,6Dk5FIiHGrCpwXJNI",20,30-473-948-7149,7826.1,HOUSEHOLD,"uickly. regular, ironic waters sleep blithely. blithely regular foxes are blithel"
975,Customer#000000975,qPFceGMB0xDjY6BhTGdIxe2Z F4MVuKIXHqQ1,16,26-428-220-2070,4364.06,FURNITURE,"furiously express packages. even, bold sheaves haggle fluffily. slyly ironic accounts wake slyly across the quickl"
976,Customer#000000976,I78UJ2ks3sbcd0c2NQ7aH,19,29-436-660-4732,7772.85,BUILDING,"special requests wake carefully regular somas. special theodolites wake regular, unusual pinto beans. furi"
977,Customer#000000977,"JcKxPwHPM7akg5IiCs,ZVAfO73KE3",2,12-602-807-5055,311.0,FURNITURE,lly against the busily unusual requests! busily even requests haggle blit
978,Customer#000000978,"zpvQ6LYE89Inl40Yz,7NJ",24,34-261-243-2624,-50.51,BUILDING,ely unusual packages nag fluffily above the quickly regular requests. regular accounts run. blithely
979,Customer#000000979,DvzUxD35ohKtUnalLGO9kDsCzZxtfcjO,18,28-113-574-4962,7055.13,MACHINERY,. accounts wake carefully special accounts. de
980,Customer#000000980,UsrigSqZBnmbXhXNR6ibloq60qHBUj42kwX,1,11-572-281-8212,4586.33,AUTOMOBILE,"st have to integrate above the regularly regular accounts. regular, final waters breach blithely "
981,Customer#000000981,"pM4DXkl6Y,7S6a6jlJf8dZogp9QOdv",18,28-202-962-8429,3383.26,MACHINERY,ts doze quickly. platelets are quickly agains
982,Customer#000000982,EN9aD5Xgh2q,23,33-460-986-9418,1437.55,FURNITURE,lithely express requests along the carefully pendi
983,Customer#000000983,9jgCxRufEbwbGwW0PmG1RDIOwCUYlHs8z,7,17-283-610-6143,2902.95,BUILDING,"mas cajole furiously across the fluffily special deposits. pending foxes sleep regular, silent packages. ironic pla"
984,Customer#000000984,fgAELFO9RS 6q9,11,21-247-588-5181,2811.97,AUTOMOBILE,t daringly against the even foxes. furiously silent forges sleep furiously busily ruthless requests. exp
985,Customer#000000985,"0uAMe1ICB,wts4STD4eLL",23,33-408-194-5161,2701.21,HOUSEHOLD,gular deposits among the thin instructions haggle since the furiously final packages. ideas use. regular i
986,Customer#000000986,Cei2QidV0GC3OQWfJTNHLYPd,1,11-537-225-3800,178.73,BUILDING,cies impress blithely furiously final package
987,Customer#000000987,SO 0UTuH26eduKI,8,18-887-394-2506,9850.64,AUTOMOBILE,"eposits. even packages cajole boldly bold ideas. even, regular accounts haggle. packages among "
988,Customer#000000988,3BNYKEUyMbzfb40SEr 8OTb,3,13-862-722-3298,7746.97,FURNITURE,"he courts. carefully silent courts impress. carefully close ideas run slyly pinto beans. even, ironic accounts are a"
989,Customer#000000989,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,10,20-646-819-6827,5453.74,AUTOMOBILE, accounts. fluffily regular requests use carefully after the furiously special instructions! slyly
990,Customer#000000990,uF idg4bq8Ij7ghxJ5KuTnU8w,0,10-403-137-1064,6988.49,BUILDING,dolites for the fluffily bold
991,Customer#000000991,dK1Gzw1glT,21,31-977-971-6175,6533.53,AUTOMOBILE,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully
992,Customer#000000992,"Vbi1NGfPeKw,XU",5,15-262-535-3924,5027.75,MACHINERY," across the regular, pending requests. slyly ironic accounts wake furiously about the pending, regular "
993,Customer#000000993,"56K JjC bMcgbXlJA4KI Icu uggsRoviMQm,F",7,17-494-757-5759,8421.87,FURNITURE, according to the slyly bold accounts. 
994,Customer#000000994,sZjdeW4LT9EKopmlv3M Xbnbe3gXQ9JkoxPv ,16,26-638-159-5836,7461.27,HOUSEHOLD,ake furiously across the quickly idl
995,Customer#000000995,5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f,13,23-272-700-1002,-341.79,BUILDING,wake slyly fluffily unusual requests. stealthily regular pinto beans are along the slyly final dugouts. slyly 
996,Customer#000000996,yjrSjcG z0Rm5PYrVMFTrU pFRMw,22,32-902-625-1946,6450.78,AUTOMOBILE,"hely against the final, brave asymptotes. final ideas haggle slyly bold pinto beans. slyly unusu"
997,Customer#000000997,85KMCT2D2RIGayG99ozpk85ppHE6i9gJE,17,27-218-645-5219,367.03,FURNITURE,ven asymptotes. carefully regular packages are blithely. special requests according to the care
998,Customer#000000998,"fHRMFCGphazw9KvR1,EmNOUBG",17,27-951-935-6514,6679.2,MACHINERY,"ular courts nag quickly unusual, sly pinto beans. special foxes thrash blithely up the foxes. "
999,Customer#000000999,r2SFEmfqrRu3M7ouE4zvI2ApOAtD,16,26-876-956-1302,403.89,BUILDING,riously special instructions ac
1000,Customer#000001000,hzM1shTwWlLuk,22,32-730-275-2976,-881.7,BUILDING," closely against the slyly special deposits. regular, ironic p"
1001,Customer#000001001,KbWTzGB3ZUymu nNCIuG5eCueaqu,21,31-389-986-4741,7140.81,MACHINERY,ever. fluffily special requests are. slyly final asymptotes are carefully quickly reg
1002,Customer#000001002,98bKmyr3jZWRLEY9WBtyUWOodVd,10,20-973-622-6579,3699.76,MACHINERY,"ns. deposits along the ironic, regular packages wake furiously according to the carefully even excuses. slyly qui"
1003,Customer#000001003,lE07lPMzVzMhG9CUC54uPwGw3BWO,21,31-716-397-1854,7894.0,AUTOMOBILE,quests sublate blithely blithely special dependencies. excuses use busily express pinto bea
1004,Customer#000001004,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",8,18-676-152-4849,1512.46,MACHINERY,ainst the ideas nag fluffily according to 
1005,Customer#000001005,cTWPLcTvotjgrrcN3j,13,23-149-373-9093,7790.94,AUTOMOBILE,. furiously ironic accounts affix careful
1006,Customer#000001006,Q46palcsa4KwAMhPS,12,22-364-780-5932,7447.99,BUILDING,"equests. regular pinto beans sleep furiously express, ironic accounts. special,"
1007,Customer#000001007,PfH0lw8GzD7o,9,19-790-843-5283,7347.9,MACHINERY, theodolites. ironic requests wake. thinly silent 
1008,Customer#000001008,"AfP6tFNz1Eu4buoUd,HrZAld340 xz2wbQ2",2,12-115-571-7897,8191.74,HOUSEHOLD,press orbits affix furiously pending packages. courts alongsi
1009,Customer#000001009,"cWONXs2Vx30bkgYoCkx7LrJH,E",12,22-132-906-1117,594.5,BUILDING,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express "
1010,Customer#000001010,uasIK CZZ5,5,15-221-463-3776,1652.78,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de
1011,Customer#000001011,6m8KP FxT4nnHgoc4CN70TVLW1X5Q,5,15-736-809-3168,1188.94,BUILDING,uriously express asymptotes. u
1012,Customer#000001012,5Zsp rqM6oCmgqqFe,4,14-535-551-6255,4422.45,AUTOMOBILE,s above the carefully express r
1013,Customer#000001013,k5rfeOtchP1  w,15,25-725-599-1183,-951.53,BUILDING,idle packages cajole regular asymptotes. carefully express forg
1014,Customer#000001014,"ZsiaboMOOV,aGwWUpfE",11,21-553-425-9152,-392.84,AUTOMOBILE,"telets. ironic platelets cajole carefully; bold, special instructions unwind blithely regular somas. carefully "
1015,Customer#000001015,RDJWEmcAk4GC8OT8WCsXB,10,20-134-926-5391,6392.0,HOUSEHOLD,g courts nag daringly brave pains. blithely special deposits use blithely carefully c
1016,Customer#000001016,8tzkhPXMFHKgmz,11,21-683-368-2994,2357.54,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi
1017,Customer#000001017,OoVPZGR5hUp8oo,16,26-593-941-5690,-913.7,MACHINERY,integrate furiously furiously even pinto beans. ironically pending packages cajole quickly furiously special 
1018,Customer#000001018,"yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr",18,28-450-764-4871,8341.71,FURNITURE,"e quickly around the quick, regular pinto beans. regular, regul"
1019,Customer#000001019,VMFs38VlBt01g30PzPyliiAoGHazC4HG74JJ,21,31-502-683-3413,2114.53,FURNITURE,quickly special ideas about the courts use of the pending instructions. furiously final accounts c
1020,Customer#000001020,"DHom,LSHKfYSwLSZv39AooYQHlvbaeztefjwR",3,13-692-286-8158,6914.87,MACHINERY,es. blithely unusual asymptotes sleep ironic accounts. fluffily express sheaves haggle fl
1021,Customer#000001021,m h2wQbujQnQOrcf109reW0 o,6,16-469-554-5196,1286.76,MACHINERY,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
1022,Customer#000001022,"lP,9H6e6mQwLsWYYr2Y",8,18-733-553-2195,9605.83,AUTOMOBILE,ending packages. dependencies along the slyly pending dependencies wake carefu
1023,Customer#000001023,"w8 oxHcOTUiF8dOr,ktZ05pO7qcHZ8ZeH7",17,27-960-306-5136,7188.35,AUTOMOBILE," express requests. slyly ironic asymptotes throughout the ironic, final packages nag careful"
1024,Customer#000001024,9wLrRS78uOPy7CHW,11,21-508-779-7822,-425.09,FURNITURE, carefully regular instructions. furiously final deposits across the carefully special ideas cajole furi
1025,Customer#000001025,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,8,18-588-456-4616,3363.46,AUTOMOBILE,to beans sleep according to the fluffily regular instructions. 
1026,Customer#000001026,ktKcS9tV2OC8T42KVqMem NjkNO 4pkXmu,17,27-169-221-8173,9699.28,MACHINERY,"totes against the stealthy deposits haggle fluffily after the regular, regular deposi"
1027,Customer#000001027,GNaw4RXXMr,2,12-278-154-5262,4946.21,BUILDING," final requests haggle. final, even sheaves maintain carefully above the even ac"
1028,Customer#000001028,"NxmOhIN,w45aogQ1hZSvqoz0 8nrbdkaiZOe",10,20-582-119-3249,1915.53,AUTOMOBILE,"ly unusual, even packages. fluffily special foxes across the furiously final asymptotes main"
1029,Customer#000001029,"D3TLK5s,gc",15,25-602-810-8723,6252.18,BUILDING,arefully furiously final pinto beans. daringly express deposits 
1030,Customer#000001030,Xpt1BiB5h9o,8,18-759-877-1870,6359.27,HOUSEHOLD,ding to the slyly unusual accounts. even requests among the evenly
1031,Customer#000001031,"dwCYOftUgV5,EwGJc",21,31-946-641-1853,2226.8,AUTOMOBILE," theodolites. even theodolites sleep slyly. special, express excuses cajole among th"
1032,Customer#000001032,6yoIzDrw5zLBO,18,28-449-227-3528,1853.64,FURNITURE, sleep quickly even somas. permanently regular grouches cajole blithely furiously ironic ide
1033,Customer#000001033,WOozPuOF8UdYMwjF5,8,18-470-380-2978,81.06,BUILDING, to the quickly final packages. carefully slow accounts use blithely slowly permanent requests. un
1034,Customer#000001034,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",5,15-370-179-6631,7349.82,HOUSEHOLD,"bout the ironic requests-- packages wake. requests haggle silent, "
1035,Customer#000001035,"7yTbQ665G3Bi,6BK0EmQPw,Gc7bZOPk4ncXpo",10,20-376-345-3729,7499.36,AUTOMOBILE,ound the fluffily enticing foxes detect slyly at the furiously final deposits. quickly final instru
1036,Customer#000001036,fxujgj8DOFO6oKrH,8,18-791-577-7691,1766.23,BUILDING,ins sleep. slyly express platelets cajol
1037,Customer#000001037,dwgDZPKR5ZuU3HO2sDOS7Ym0oeC8c6Xm,23,33-855-960-2989,4936.25,BUILDING,lly final pinto beans. pending instructions boost careful
1038,Customer#000001038,yQCza56pNgcF9sxDR HCed22GeEq,17,27-511-101-1611,-509.92,AUTOMOBILE,uriously express accounts. even pinto beans wake. slyly regular requests according t
1039,Customer#000001039,F602TgKjElSWrZ,10,20-871-886-9220,7618.54,FURNITURE,nding packages use. blithely regular sheaves doze blithely. fluffi
1040,Customer#000001040,vbJmdHe6U9Pl,11,21-756-109-1482,2860.71,BUILDING,old requests wake slyly! slyly special deposits cajole above the unusua
1041,Customer#000001041,189f n2lA4,11,21-314-290-3052,7993.98,MACHINERY,uctions are busily along the furiously ironic instructions. blithely thin waters cajole slyly. 
1042,Customer#000001042,S1sh9gyFn21m4zkb4J95GD5,5,15-215-652-3459,9849.87,FURNITURE,ly bold dugouts! pending asymptotes are blithel
1043,Customer#000001043,HJMn12xn4bl vWC7iVuTRsErYEzlyCO,7,17-266-334-8613,5847.76,HOUSEHOLD,iously ironic deposits cajole slyly busily final account
1044,Customer#000001044,Eh2e8gLyStrLE7A,0,10-451-459-9620,7291.3,BUILDING,ly across the slyly ironic accounts. even requests 
1045,Customer#000001045,clvGUnQPLbzX 23hemPp24WS1MEtS4z,20,30-120-992-2121,2942.19,HOUSEHOLD,r deposits cajole blithely along the quickly silent pattern
1046,Customer#000001046,umgqzlyUW3AYz2C39YMhIgf,10,20-890-161-8958,2311.0,BUILDING, accounts. carefully regular theodolites run fluffily carefully e
1047,Customer#000001047,"h5iBRMsym,y6LLSQU2DzNftiET qZ",9,19-146-399-4251,8918.99,BUILDING,lar packages haggle theodolites. thinly express deposits 
1048,Customer#000001048,Mk0ebiw9SaFBTwoib,19,29-757-642-3735,2583.91,BUILDING,"s are slyly regular foxes. slyly final pinto beans wake quickly among the regular, spe"
